Ativo;Data;Abertura;Maximo;Minimo;Fechamento;Volume;Quantidade
DI1F23;08/04/2020;5,340;5,470;5,240;5,250;15.839.744.122,40;182.505
DI1F23;07/04/2020;5,320;5,410;5,270;5,360;11.086.517.413,10;127.760
DI1F23;06/04/2020;5,410;5,610;5,300;5,490;12.814.250.580,00;147.800
DI1F23;03/04/2020;5,380;5,620;5,280;5,540;12.066.506.558,30;139.520
DI1F23;02/04/2020;5,390;5,490;5,300;5,400;10.791.431.776,22;124.726
DI1F23;01/04/2020;5,560;5,640;5,320;5,500;11.661.812.322,65;135.015
DI1F23;31/03/2020;5,400;5,450;5,230;5,300;9.226.625.529,05;106.350
DI1F23;30/03/2020;5,700;5,700;5,360;5,360;10.787.263.754,25;124.840
DI1F23;27/03/2020;5,850;5,930;5,590;5,660;19.854.808.299,99;231.646
DI1F23;26/03/2020;5,950;6,070;5,500;5,680;15.983.973.553,50;186.290
DI1F23;25/03/2020;6,760;6,840;5,890;5,890;18.366.813.952,05;217.115
DI1F23;24/03/2020;6,930;7,010;6,700;6,700;14.783.716.844,55;177.455
DI1F23;23/03/2020;7,010;7,440;6,660;7,260;12.208.184.775,30;147.790
DI1F23;20/03/2020;6,580;7,010;6,400;6,920;21.462.657.070,40;257.140
DI1F23;19/03/2020;7,020;8,200;6,850;6,960;28.195.126.345,65;344.015
DI1F23;18/03/2020;5,920;7,030;5,840;7,030;27.218.173.175,05;322.575
DI1F23;17/03/2020;5,930;6,010;5,280;5,380;20.352.018.826,55;236.785
DI1F23;16/03/2020;5,810;6,650;5,810;5,930;28.398.038.583,65;336.110
DI1F23;13/03/2020;6,360;6,470;5,910;6,140;28.180.646.148,65;333.895
DI1F23;12/03/2020;7,100;7,450;6,790;7,260;16.534.786.491,40;200.395
DI1F23;11/03/2020;5,300;5,920;5,190;5,920;45.603.502.090,25;529.510
DI1F23;10/03/2020;5,240;5,340;5,150;5,220;22.126.506.165,15;255.390
DI1F23;09/03/2020;5,640;5,790;5,140;5,370;26.436.155.752,50;305.650
DI1F23;06/03/2020;5,150;5,360;5,020;5,080;29.533.528.710,25;340.750
DI1F23;05/03/2020;4,840;5,120;4,830;5,070;41.732.826.849,30;478.775
DI1F23;04/03/2020;4,800;4,830;4,730;4,820;25.099.784.495,70;286.310
DI1F23;03/03/2020;5,020;5,070;4,810;4,870;39.779.850.256,50;455.675
DI1F23;02/03/2020;5,080;5,090;4,930;4,970;27.384.097.925,65;314.395
DI1F23;28/02/2020;5,340;5,400;5,220;5,240;26.542.000.363,35;307.255
DI1F23;27/02/2020;5,360;5,460;5,240;5,270;42.142.937.679,80;488.640
DI1F23;26/02/2020;5,280;5,370;5,270;5,370;9.691.670.507,25;112.320
DI1F23;21/02/2020;5,240;5,280;5,210;5,260;21.280.468.864,05;246.140
DI1F23;20/02/2020;5,240;5,310;5,200;5,220;27.999.188.911,60;323.938
DI1F23;19/02/2020;5,290;5,320;5,200;5,200;24.722.765.532,40;286.175
DI1F23;18/02/2020;5,270;5,310;5,240;5,270;11.971.969.136,25;138.640
DI1F23;17/02/2020;5,260;5,310;5,230;5,260;6.507.369.885,15;75.355
DI1F23;14/02/2020;5,390;5,400;5,260;5,270;23.656.248.762,60;274.415
DI1F23;13/02/2020;5,390;5,440;5,390;5,410;15.199.883.163,55;176.840
DI1F23;12/02/2020;5,400;5,420;5,350;5,370;19.998.206.106,95;232.515
DI1F23;11/02/2020;5,490;5,500;5,400;5,420;20.798.579.160,65;242.200
DI1F23;10/02/2020;5,550;5,560;5,470;5,520;13.016.387.114,00;151.885
DI1F23;07/02/2020;5,580;5,580;5,460;5,560;27.634.617.079,40;322.680
DI1F23;06/02/2020;5,500;5,570;5,460;5,540;28.278.535.667,85;330.240
DI1F23;05/02/2020;5,450;5,460;5,400;5,420;24.167.138.948,20;281.605
DI1F23;04/02/2020;5,420;5,460;5,380;5,450;23.345.393.473,25;272.055
DI1F23;03/02/2020;5,510;5,510;5,440;5,460;9.357.581.930,30;109.205
DI1F23;31/01/2020;5,510;5,540;5,470;5,520;12.890.280.103,55;150.595
DI1F23;30/01/2020;5,510;5,580;5,490;5,500;17.372.703.263,20;203.125
DI1F23;29/01/2020;5,470;5,490;5,420;5,490;16.307.748.101,00;190.386
DI1F23;28/01/2020;5,490;5,540;5,470;5,500;9.650.481.143,65;112.845
DI1F23;27/01/2020;5,580;5,580;5,490;5,510;9.653.365.646,15;112.965
DI1F23;24/01/2020;5,570;5,630;5,530;5,560;16.828.209.122,15;197.210
DI1F23;23/01/2020;5,540;5,640;5,540;5,570;16.116.060.006,00;189.045
DI1F23;22/01/2020;5,590;5,600;5,530;5,540;6.952.000.033,80;81.480
DI1F23;21/01/2020;5,670;5,700;5,580;5,600;11.830.260.368,60;138.930
DI1F23;20/01/2020;5,650;5,680;5,610;5,660;6.285.059.211,90;73.875
DI1F23;17/01/2020;5,650;5,680;5,600;5,670;15.671.993.509,95;184.255
DI1F23;16/01/2020;5,560;5,700;5,560;5,690;17.492.196.826,75;205.575
DI1F23;15/01/2020;5,630;5,630;5,540;5,560;26.551.711.625,65;311.575
DI1F23;14/01/2020;5,730;5,750;5,630;5,660;17.281.650.368,95;203.470
DI1F23;13/01/2020;5,690;5,740;5,670;5,740;12.302.370.611,35;145.040
DI1F23;10/01/2020;5,670;5,720;5,660;5,680;10.566.839.980,05;124.495
DI1F23;09/01/2020;5,710;5,740;5,650;5,670;17.343.332.196,45;204.400
DI1F23;08/01/2020;5,760;5,770;5,690;5,720;16.550.150.021,60;195.305
DI1F23;07/01/2020;5,830;5,890;5,760;5,780;14.011.445.662,05;165.775
DI1F23;06/01/2020;5,820;5,860;5,790;5,820;7.156.433.976,80;84.715
DI1F23;03/01/2020;5,840;5,860;5,760;5,780;11.709.736.866,05;138.570
DI1F23;02/01/2020;5,760;5,830;5,750;5,780;13.197.438.468,15;156.165
DI1F23;30/12/2019;5,850;5,870;5,780;5,790;5.214.420.542,45;61.760
DI1F23;27/12/2019;5,850;5,910;5,850;5,850;6.833.435.342,00;81.125
DI1F23;26/12/2019;5,900;5,900;5,840;5,860;4.739.991.358,40;56.240
DI1F23;23/12/2019;5,950;5,960;5,890;5,920;8.510.906.348,50;101.195
DI1F23;20/12/2019;6,070;6,150;5,970;5,970;25.052.163.393,95;299.205
DI1F23;19/12/2019;5,920;6,080;5,910;6,060;18.454.777.126,05;220.075
DI1F23;18/12/2019;5,980;5,990;5,870;5,920;14.864.805.720,30;176.825
DI1F23;17/12/2019;5,850;5,990;5,850;5,990;18.152.703.805,05;216.160
DI1F23;16/12/2019;5,740;5,830;5,710;5,820;7.757.011.360,75;91.990
DI1F23;13/12/2019;5,730;5,750;5,690;5,720;12.136.774.243,50;143.660
DI1F23;12/12/2019;5,660;5,750;5,640;5,750;17.882.246.202,70;211.630
DI1F23;11/12/2019;5,730;5,740;5,700;5,740;9.202.473.604,00;109.010
DI1F23;10/12/2019;5,730;5,770;5,700;5,730;13.564.874.206,35;160.790
DI1F23;09/12/2019;5,730;5,750;5,680;5,720;11.215.238.774,26;132.868
DI1F23;06/12/2019;5,860;5,860;5,720;5,720;15.966.602.617,85;189.585
DI1F23;05/12/2019;5,810;5,880;5,810;5,850;16.418.416.747,45;195.315
DI1F23;04/12/2019;5,870;5,880;5,800;5,820;19.526.602.076,10;232.320
DI1F23;03/12/2019;5,970;5,980;5,880;5,890;11.193.694.648,50;133.490
DI1F23;02/12/2019;5,910;5,970;5,880;5,950;7.727.200.926,95;92.210
DI1F23;29/11/2019;5,850;5,950;5,840;5,890;15.208.481.605,90;181.325
DI1F23;28/11/2019;5,970;6,100;5,860;5,870;17.876.032.674,25;213.765
DI1F23;27/11/2019;5,950;6,090;5,930;6,010;21.896.447.858,25;262.175
DI1F23;26/11/2019;5,990;6,090;5,970;5,990;30.263.091.636,65;362.545
DI1F23;25/11/2019;5,870;6,010;5,810;5,980;15.266.472.989,25;182.400
DI1F23;22/11/2019;5,890;5,960;5,840;5,870;26.469.989.642,40;315.921
DI1F23;21/11/2019;5,820;5,970;5,820;5,880;30.448.373.922,50;363.810
DI1F23;19/11/2019;5,790;5,850;5,740;5,800;11.814.364.393,10;140.750
DI1F23;18/11/2019;5,720;5,850;5,690;5,790;13.894.560.514,10;165.400
DI1F23;14/11/2019;5,720;5,750;5,660;5,730;13.457.705.011,85;160.045
DI1F23;13/11/2019;5,740;5,790;5,680;5,720;22.262.999.998,65;264.885
DI1F23;12/11/2019;5,600;5,730;5,590;5,710;15.664.637.664,85;186.115
DI1F23;11/11/2019;5,700;5,710;5,550;5,610;11.431.907.743,60;135.575
DI1F23;08/11/2019;5,670;5,710;5,600;5,680;13.938.295.668,20;165.620
DI1F23;07/11/2019;5,520;5,650;5,500;5,640;19.083.366.865,10;226.295
DI1F23;06/11/2019;5,490;5,600;5,450;5,540;27.698.559.708,65;327.820
DI1F23;05/11/2019;5,440;5,550;5,440;5,500;23.847.625.331,20;282.075
DI1F23;04/11/2019;5,370;5,440;5,340;5,430;14.674.763.948,90;173.040
DI1F23;01/11/2019;5,390;5,400;5,320;5,380;16.894.013.522,00;199.110
DI1F23;31/10/2019;5,410;5,430;5,350;5,410;25.484.770.706,40;300.765
DI1F23;30/10/2019;5,370;5,450;5,300;5,310;11.980.478.957,70;141.370
DI1F23;29/10/2019;5,380;5,390;5,340;5,350;7.617.380.615,85;89.860
DI1F23;28/10/2019;5,420;5,450;5,350;5,390;18.967.429.299,05;223.998
DI1F23;25/10/2019;5,470;5,470;5,400;5,420;12.178.558.008,95;144.040
DI1F23;24/10/2019;5,450;5,490;5,370;5,490;23.922.319.437,10;282.880
DI1F23;23/10/2019;5,500;5,530;5,430;5,460;20.828.588.914,40;246.765
DI1F23;22/10/2019;5,410;5,540;5,410;5,520;15.790.382.155,70;187.220
DI1F23;21/10/2019;5,440;5,470;5,410;5,410;8.809.617.158,25;104.285
DI1F23;18/10/2019;5,460;5,500;5,410;5,450;10.739.085.367,60;127.230
DI1F23;17/10/2019;5,470;5,510;5,410;5,470;20.046.487.770,75;237.550
DI1F23;16/10/2019;5,620;5,680;5,470;5,490;18.253.488.825,50;217.165
DI1F23;15/10/2019;5,530;5,650;5,530;5,640;14.665.491.034,40;174.670
DI1F23;14/10/2019;5,580;5,590;5,530;5,540;11.878.694.929,00;141.305
DI1F23;11/10/2019;5,720;5,720;5,570;5,570;21.110.689.269,40;251.680
DI1F23;10/10/2019;5,820;5,820;5,700;5,710;16.491.402.546,05;197.460
DI1F23;09/10/2019;5,940;5,940;5,820;5,840;19.019.109.630,95;228.575
DI1F23;08/10/2019;6,030;6,030;5,960;5,970;12.371.654.815,20;149.165
DI1F23;07/10/2019;5,970;6,020;5,940;6,020;7.252.577.727,65;87.475
DI1F23;04/10/2019;5,980;5,990;5,940;5,960;8.746.456.700,00;105.456
DI1F23;03/10/2019;6,050;6,070;5,970;5,980;11.363.916.236,90;137.270
DI1F23;02/10/2019;6,070;6,100;6,030;6,050;10.812.125.497,25;130.835
DI1F23;01/10/2019;6,080;6,130;6,020;6,020;11.904.261.671,80;144.170
DI1F23;30/09/2019;6,060;6,080;6,030;6,060;7.309.093.136,15;88.440
DI1F23;27/09/2019;6,080;6,090;6,050;6,050;7.584.461.527,20;91.845
DI1F23;26/09/2019;6,100;6,110;6,070;6,080;13.935.164.481,70;168.935
DI1F23;25/09/2019;6,200;6,220;6,110;6,110;11.087.116.398,95;134.720
DI1F23;24/09/2019;6,110;6,200;6,100;6,150;15.161.298.364,00;184.280
DI1F23;23/09/2019;6,090;6,150;6,060;6,120;12.113.461.454,17;147.088
DI1F23;20/09/2019;6,180;6,190;6,070;6,080;17.947.498.560,25;217.945
DI1F23;19/09/2019;6,120;6,220;6,050;6,210;32.875.571.763,45;399.160
DI1F23;18/09/2019;6,250;6,300;6,200;6,250;17.410.781.012,65;212.305
DI1F23;17/09/2019;6,360;6,400;6,250;6,250;22.482.081.277,15;274.780
DI1F23;16/09/2019;6,470;6,500;6,370;6,370;11.150.274.022,80;136.795
DI1F23;13/09/2019;6,390;6,510;6,370;6,470;11.682.814.229,75;143.430
DI1F23;12/09/2019;6,420;6,450;6,380;6,390;15.270.722.021,50;187.380
DI1F23;11/09/2019;6,440;6,480;6,420;6,450;7.696.458.386,25;94.580
DI1F23;10/09/2019;6,420;6,500;6,420;6,430;8.215.325.799,70;101.020
DI1F23;09/09/2019;6,430;6,450;6,400;6,440;8.129.915.182,80;99.880
DI1F23;06/09/2019;6,440;6,470;6,400;6,430;13.203.222.172,05;162.275
DI1F23;05/09/2019;6,440;6,500;6,420;6,440;14.673.157.719,55;180.545
DI1F23;04/09/2019;6,500;6,510;6,440;6,460;12.010.056.358,15;147.875
DI1F23;03/09/2019;6,620;6,640;6,550;6,550;14.659.186.226,10;181.135
DI1F23;02/09/2019;6,600;6,670;6,560;6,660;7.107.438.037,10;87.985
DI1F23;30/08/2019;6,700;6,700;6,580;6,590;16.697.036.615,50;206.745
DI1F23;29/08/2019;6,790;6,890;6,670;6,730;21.266.096.209,10;264.710
DI1F23;28/08/2019;6,630;6,810;6,630;6,790;20.698.105.534,75;257.325
DI1F23;27/08/2019;6,590;6,820;6,500;6,640;51.946.729.976,60;644.300
DI1F23;26/08/2019;6,440;6,660;6,420;6,610;28.316.423.114,25;350.020
DI1F23;23/08/2019;6,380;6,480;6,310;6,440;20.492.657.999,70;252.325
DI1F23;22/08/2019;6,340;6,400;6,310;6,380;27.594.104.662,15;339.430
DI1F23;21/08/2019;6,400;6,410;6,340;6,360;14.044.181.454,00;172.775
DI1F23;20/08/2019;6,440;6,540;6,380;6,440;20.720.206.578,25;255.745
DI1F23;19/08/2019;6,350;6,450;6,330;6,440;10.309.861.309,70;127.020
DI1F23;16/08/2019;6,410;6,410;6,340;6,350;8.467.590.669,85;104.285
DI1F23;15/08/2019;6,440;6,530;6,390;6,430;12.986.660.610,71;160.339
DI1F23;14/08/2019;6,400;6,500;6,370;6,470;17.733.706.676,55;218.950
DI1F23;13/08/2019;6,360;6,410;6,320;6,380;10.744.112.539,25;132.350
DI1F23;12/08/2019;6,430;6,490;6,370;6,370;11.389.091.323,90;140.605
DI1F23;09/08/2019;6,350;6,390;6,330;6,350;14.702.007.177,80;181.175
DI1F23;08/08/2019;6,330;6,360;6,310;6,340;14.569.073.238,18;179.433
DI1F23;07/08/2019;6,380;6,430;6,340;6,360;13.704.522.544,43;169.086
DI1F23;06/08/2019;6,490;6,500;6,410;6,410;15.192.840.576,20;187.925
DI1F23;05/08/2019;6,420;6,540;6,420;6,530;16.062.099.498,90;198.975
DI1F23;02/08/2019;6,370;6,410;6,300;6,380;11.400.618.245,50;140.665
DI1F23;01/08/2019;6,280;6,370;6,260;6,360;24.008.966.804,30;295.940
DI1F23;31/07/2019;6,290;6,390;6,270;6,350;12.501.601.354,70;154.085
DI1F23;30/07/2019;6,290;6,330;6,260;6,290;13.682.867.749,55;168.595
DI1F23;29/07/2019;6,290;6,330;6,290;6,310;4.694.186.684,80;57.885
DI1F23;26/07/2019;6,350;6,380;6,310;6,310;6.166.783.026,90;76.115
DI1F23;25/07/2019;6,280;6,390;6,260;6,360;17.411.871.272,50;215.020
DI1F23;24/07/2019;6,310;6,320;6,270;6,280;8.233.564.202,15;101.510
DI1F23;23/07/2019;6,350;6,360;6,290;6,310;13.715.445.414,70;169.355
DI1F23;22/07/2019;6,390;6,390;6,340;6,380;6.113.693.670,10;75.605
DI1F23;19/07/2019;6,360;6,400;6,330;6,400;7.029.758.203,00;86.975
DI1F23;18/07/2019;6,380;6,390;6,330;6,340;8.175.676.941,50;101.170
DI1F23;17/07/2019;6,370;6,420;6,340;6,370;15.169.065.925,10;187.850
DI1F23;16/07/2019;6,320;6,390;6,310;6,380;7.902.724.594,40;97.795
DI1F23;15/07/2019;6,320;6,360;6,290;6,330;7.148.583.111,35;88.385
DI1F23;12/07/2019;6,280;6,370;6,230;6,350;12.744.898.689,20;157.490
DI1F23;11/07/2019;6,280;6,370;6,250;6,280;15.935.650.587,20;197.085
DI1F23;10/07/2019;6,340;6,360;6,250;6,320;15.104.339.658,40;186.805
DI1F23;08/07/2019;6,480;6,480;6,390;6,410;6.684.813.519,30;83.035
DI1F23;05/07/2019;6,450;6,540;6,430;6,470;15.859.566.110,05;197.515
DI1F23;04/07/2019;6,510;6,520;6,450;6,460;18.747.735.083,60;233.505
DI1F23;03/07/2019;6,700;6,730;6,540;6,580;20.377.809.237,75;254.950
DI1F23;02/07/2019;6,600;6,710;6,550;6,650;19.225.432.991,30;240.650
DI1F23;01/07/2019;6,650;6,650;6,540;6,580;18.572.877.928,40;232.175
DI1F23;28/06/2019;6,720;6,720;6,610;6,660;10.796.182.653,40;135.370
DI1F23;27/06/2019;6,800;6,830;6,700;6,710;19.133.287.119,20;240.895
DI1F23;26/06/2019;6,760;6,840;6,720;6,760;12.874.516.574,27;162.062
DI1F23;25/06/2019;6,720;6,830;6,700;6,790;15.942.060.363,15;200.745
DI1F23;24/06/2019;6,670;6,730;6,650;6,700;10.484.149.160,90;131.735
DI1F23;21/06/2019;6,740;6,790;6,620;6,670;27.274.040.856,50;342.505
DI1F23;19/06/2019;6,970;7,060;6,870;6,870;19.007.884.572,95;241.125
DI1F23;18/06/2019;6,920;6,990;6,870;6,980;10.213.693.543,70;129.405
DI1F23;17/06/2019;6,940;7,030;6,890;6,960;8.206.940.338,60;104.145
DI1F23;14/06/2019;6,970;7,050;6,900;6,920;22.395.099.479,70;284.310
DI1F23;13/06/2019;7,070;7,110;6,960;6,970;20.702.981.695,40;263.475
DI1F23;12/06/2019;7,050;7,140;7,020;7,140;15.787.186.669,05;201.215
DI1F23;11/06/2019;7,160;7,170;7,010;7,060;21.057.759.903,30;268.545
DI1F23;10/06/2019;7,210;7,230;7,080;7,180;10.492.524.056,25;134.185
DI1F23;07/06/2019;7,260;7,260;7,130;7,170;16.013.403.604,10;204.925
DI1F23;06/06/2019;7,360;7,370;7,260;7,290;18.318.886.802,25;235.650
DI1F23;05/06/2019;7,320;7,440;7,230;7,370;17.791.064.468,12;228.881
DI1F23;04/06/2019;7,300;7,450;7,270;7,330;18.772.029.666,00;242.005
DI1F23;03/06/2019;7,560;7,570;7,320;7,320;17.520.311.650,40;226.640
DI1F23;31/05/2019;7,620;7,620;7,540;7,550;10.251.462.928,55;133.150
DI1F23;30/05/2019;7,640;7,710;7,550;7,580;24.155.531.976,85;314.440
DI1F23;29/05/2019;7,740;7,750;7,600;7,640;16.558.626.469,45;215.755
DI1F23;28/05/2019;7,920;7,940;7,710;7,710;17.130.710.586,15;224.295
DI1F23;27/05/2019;7,950;7,950;7,880;7,920;3.493.901.545,90;45.945
DI1F23;24/05/2019;7,930;7,980;7,900;7,980;10.651.460.337,10;140.235
DI1F23;23/05/2019;8,060;8,070;7,950;7,950;9.923.786.334,50;130.980
DI1F23;22/05/2019;8,020;8,040;7,970;8,030;6.354.960.101,55;83.932
DI1F23;21/05/2019;8,160;8,200;8,020;8,030;10.713.563.836,81;142.028
DI1F23;20/05/2019;8,230;8,300;8,160;8,160;9.840.805.281,35;131.025
DI1F23;17/05/2019;8,150;8,300;8,140;8,230;19.160.944.740,95;255.130
DI1F23;16/05/2019;8,060;8,130;8,030;8,130;16.555.481.840,95;219.485
DI1F23;15/05/2019;8,020;8,110;7,960;8,070;15.935.715.205,95;210.980
DI1F23;14/05/2019;8,110;8,110;7,960;7,990;8.348.728.268,10;110.535
DI1F23;13/05/2019;8,030;8,110;8,030;8,100;7.171.559.585,00;95.080
DI1F23;10/05/2019;8,020;8,040;7,960;8,010;10.386.654.643,01;137.483
DI1F23;09/05/2019;8,090;8,130;8,040;8,040;19.539.555.088,40;259.440
DI1F23;08/05/2019;8,170;8,170;8,080;8,110;9.884.582.913,75;131.398
DI1F23;07/05/2019;8,150;8,220;8,140;8,170;11.506.683.824,55;153.410
DI1F23;06/05/2019;8,190;8,200;8,130;8,160;7.217.199.573,35;96.170
DI1F23;03/05/2019;8,240;8,240;8,130;8,140;9.664.657.381,73;128.871
DI1F23;02/05/2019;8,250;8,290;8,230;8,240;10.255.475.138,95;137.200
DI1F23;30/04/2019;8,250;8,290;8,210;8,220;7.287.706.918,70;97.465
DI1F23;29/04/2019;8,220;8,290;8,200;8,270;8.556.896.439,55;114.510
DI1F23;26/04/2019;8,230;8,270;8,200;8,240;9.043.140.695,60;120.965
DI1F23;25/04/2019;8,260;8,340;8,210;8,210;10.938.745.632,85;146.560
DI1F23;24/04/2019;8,090;8,250;8,090;8,250;7.065.494.098,40;94.385
DI1F23;23/04/2019;8,200;8,210;8,110;8,120;8.982.137.173,97;119.967
DI1F23;22/04/2019;8,220;8,230;8,170;8,210;6.575.027.635,79;87.951
DI1F23;18/04/2019;8,300;8,300;8,170;8,230;10.367.394.316,25;138.935
DI1F23;17/04/2019;8,240;8,330;8,220;8,310;13.163.498.450,60;176.800
DI1F23;16/04/2019;8,220;8,280;8,220;8,270;7.567.743.500,35;101.555
DI1F23;15/04/2019;8,290;8,320;8,200;8,210;7.083.406.096,00;95.095
DI1F23;12/04/2019;8,300;8,320;8,200;8,290;8.351.003.323,36;112.136
DI1F23;11/04/2019;8,210;8,250;8,190;8,230;9.817.231.541,20;131.715
DI1F23;10/04/2019;8,250;8,260;8,140;8,190;11.448.801.318,85;153.480
DI1F23;09/04/2019;8,190;8,290;8,190;8,230;6.425.016.906,95;86.360
DI1F23;08/04/2019;8,140;8,210;8,140;8,210;6.248.113.641,60;83.805
DI1F23;05/04/2019;8,150;8,200;8,120;8,160;7.550.769.103,55;101.205
DI1F23;04/04/2019;8,250;8,280;8,150;8,160;10.420.713.193,30;139.970
DI1F23;03/04/2019;8,080;8,250;8,070;8,240;10.091.910.927,25;135.410
DI1F23;02/04/2019;8,090;8,160;8,070;8,120;8.785.561.097,75;117.730
DI1F23;01/04/2019;8,180;8,190;8,090;8,090;6.760.925.657,70;90.690
DI1F23;29/03/2019;8,140;8,240;8,130;8,240;9.252.846.699,50;124.310
DI1F23;28/03/2019;8,620;8,620;8,170;8,190;15.520.540.854,60;209.705
DI1F23;27/03/2019;8,400;8,610;8,330;8,600;30.168.994.018,35;409.330
DI1F23;26/03/2019;8,210;8,270;8,120;8,270;12.101.840.962,85;162.895
DI1F23;25/03/2019;8,500;8,530;8,170;8,190;21.808.625.396,80;294.835
DI1F23;22/03/2019;8,180;8,320;8,130;8,300;24.635.257.012,20;331.910
DI1F23;21/03/2019;7,870;8,100;7,860;7,970;25.113.779.756,50;335.570
DI1F23;20/03/2019;7,960;8,030;7,860;7,910;12.787.766.768,70;170.740
DI1F23;19/03/2019;7,970;7,990;7,910;7,970;9.653.324.628,75;128.975
DI1F23;18/03/2019;8,050;8,090;7,990;8,000;7.187.390.726,15;96.350
DI1F23;15/03/2019;8,080;8,140;8,020;8,050;11.941.134.473,35;160.345
DI1F23;14/03/2019;8,010;8,110;8,010;8,070;7.277.400.262,95;97.675
DI1F23;13/03/2019;8,060;8,060;7,960;7,970;12.189.336.610,50;163.395
DI1F23;12/03/2019;8,160;8,160;8,060;8,060;7.981.117.265,05;107.325
DI1F23;11/03/2019;8,220;8,220;8,130;8,160;6.626.113.291,25;89.335
DI1F23;08/03/2019;8,320;8,330;8,250;8,270;5.645.012.000,10;76.455
DI1F23;07/03/2019;8,340;8,400;8,300;8,320;9.558.977.474,10;129.825
DI1F23;06/03/2019;8,330;8,390;8,310;8,340;3.810.761.276,55;51.770
DI1F23;01/03/2019;8,240;8,340;8,240;8,300;5.520.399.160,95;74.900
DI1F23;28/02/2019;8,190;8,300;8,190;8,250;9.513.329.485,15;128.875
DI1F23;27/02/2019;8,230;8,260;8,170;8,190;6.850.874.648,35;92.715
DI1F23;26/02/2019;8,230;8,280;8,180;8,240;5.305.824.812,40;71.875
DI1F23;25/02/2019;8,130;8,250;8,110;8,240;4.885.553.470,95;66.085
DI1F23;22/02/2019;8,200;8,220;8,130;8,170;4.827.570.397,00;65.295
DI1F23;21/02/2019;8,190;8,290;8,160;8,220;10.558.325.326,84;143.176
DI1F23;20/02/2019;8,100;8,220;8,040;8,200;8.439.399.869,30;114.030
DI1F23;19/02/2019;8,150;8,150;8,050;8,120;7.059.245.891,15;95.315
DI1F23;18/02/2019;8,060;8,170;8,050;8,150;5.141.945.378,45;69.510
DI1F23;15/02/2019;8,040;8,090;7,950;8,030;9.597.925.791,15;129.340
DI1F23;14/02/2019;8,170;8,250;8,030;8,060;10.440.051.806,85;141.330
DI1F23;13/02/2019;8,220;8,240;8,140;8,180;8.459.099.805,30;114.740
DI1F23;12/02/2019;8,290;8,310;8,240;8,260;9.261.484.333,10;126.005
DI1F23;11/02/2019;8,320;8,420;8,240;8,320;6.930.919.271,85;94.650
