Ativo;Data;Abertura;Maximo;Minimo;Fechamento;Volume;Quantidade
DI1F29;02/12/2019;7,140;7,140;7,060;7,110;422.698.189,05;7.860
DI1F29;29/11/2019;7,070;7,130;7,050;7,110;576.437.986,20;10.715
DI1F29;28/11/2019;7,160;7,280;7,090;7,090;450.136.595,40;8.435
DI1F29;27/11/2019;7,140;7,280;7,130;7,210;1.492.947.221,05;28.085
DI1F29;26/11/2019;7,140;7,230;7,120;7,170;2.192.615.222,95;41.055
DI1F29;25/11/2019;7,000;7,160;6,960;7,110;1.056.414.123,80;19.635
DI1F29;22/11/2019;7,010;7,060;6,970;7,010;670.648.680,58;12.392
DI1F29;21/11/2019;6,960;7,090;6,960;7,020;835.764.755,45;15.495
DI1F29;19/11/2019;6,890;6,980;6,850;6,970;901.605.641,75;16.580
DI1F29;18/11/2019;6,860;6,940;6,840;6,920;703.938.871,85;12.880
DI1F29;14/11/2019;6,900;6,930;6,840;6,890;725.026.669,43;13.276
DI1F29;13/11/2019;6,940;7,020;6,870;6,910;1.098.375.527,75;20.215
DI1F29;12/11/2019;6,840;6,950;6,820;6,950;1.037.223.004,35;19.020
DI1F29;11/11/2019;6,860;6,910;6,790;6,840;448.840.256,50;8.195
DI1F29;08/11/2019;6,870;6,930;6,790;6,860;1.342.149.942,10;24.560
DI1F29;07/11/2019;6,630;6,830;6,630;6,810;1.969.152.416,00;35.740
DI1F29;06/11/2019;6,610;6,710;6,570;6,680;1.115.796.767,30;20.070
DI1F29;05/11/2019;6,590;6,660;6,580;6,630;1.012.377.676,90;18.145
DI1F29;04/11/2019;6,570;6,600;6,530;6,600;373.893.160,90;6.680
DI1F29;01/11/2019;6,660;6,660;6,570;6,590;1.221.354.258,40;21.890
DI1F29;31/10/2019;6,690;6,710;6,620;6,690;1.857.734.886,95;33.470
DI1F29;30/10/2019;6,720;6,800;6,670;6,670;1.108.017.152,20;20.130
DI1F29;29/10/2019;6,690;6,720;6,670;6,700;1.700.176.616,60;30.760
DI1F29;28/10/2019;6,740;6,770;6,660;6,700;2.400.525.648,55;43.470
DI1F29;25/10/2019;6,770;6,790;6,720;6,740;1.795.822.229,60;32.635
DI1F29;24/10/2019;6,770;6,820;6,670;6,810;2.402.541.779,80;43.630
DI1F29;23/10/2019;6,810;6,820;6,750;6,780;843.234.152,25;15.375
DI1F29;22/10/2019;6,760;6,850;6,720;6,810;1.060.656.567,00;19.345
DI1F29;21/10/2019;6,760;6,810;6,730;6,730;403.125.335,80;7.350
DI1F29;18/10/2019;6,770;6,810;6,730;6,780;850.412.311,95;15.495
DI1F29;17/10/2019;6,840;6,870;6,730;6,770;1.625.420.085,00;29.695
DI1F29;16/10/2019;6,940;7,010;6,840;6,850;632.189.666,00;11.660
DI1F29;15/10/2019;6,840;6,970;6,830;6,960;1.111.942.048,20;20.570
DI1F29;14/10/2019;6,870;6,900;6,840;6,860;438.603.885,80;8.070
DI1F29;11/10/2019;7,030;7,030;6,860;6,860;455.732.943,70;8.435
DI1F29;10/10/2019;7,090;7,130;7,030;7,030;784.607.012,25;14.720
DI1F29;09/10/2019;7,160;7,170;7,090;7,110;1.010.065.591,65;19.020
DI1F29;08/10/2019;7,220;7,230;7,180;7,190;482.637.414,55;9.150
DI1F29;07/10/2019;7,160;7,230;7,140;7,230;305.214.453,05;5.785
DI1F29;04/10/2019;7,180;7,190;7,150;7,180;627.002.753,55;11.855
DI1F29;03/10/2019;7,250;7,290;7,180;7,180;1.454.902.247,70;27.655
DI1F29;02/10/2019;7,250;7,280;7,220;7,260;947.813.167,40;18.075
DI1F29;01/10/2019;7,270;7,310;7,200;7,200;1.457.405.926,20;27.790
DI1F29;30/09/2019;7,230;7,260;7,220;7,260;421.478.750,75;8.030
DI1F29;27/09/2019;7,260;7,280;7,240;7,250;345.049.389,15;6.585
DI1F29;26/09/2019;7,280;7,290;7,260;7,260;1.784.905.394,50;34.130
DI1F29;25/09/2019;7,400;7,410;7,300;7,300;391.378.973,85;7.535
DI1F29;24/09/2019;7,310;7,390;7,290;7,360;659.038.977,15;12.710
DI1F29;23/09/2019;7,260;7,330;7,260;7,310;361.273.138,60;6.935
DI1F29;20/09/2019;7,360;7,380;7,260;7,280;909.588.656,95;17.465
DI1F29;19/09/2019;7,300;7,410;7,240;7,400;1.546.963.197,25;29.665
DI1F29;18/09/2019;7,390;7,440;7,350;7,380;871.792.169,30;16.845
DI1F29;17/09/2019;7,520;7,540;7,390;7,410;1.065.395.951,10;20.735
DI1F29;16/09/2019;7,610;7,620;7,510;7,520;912.637.190,95;17.920
DI1F29;13/09/2019;7,520;7,630;7,500;7,580;613.883.943,45;12.055
DI1F29;12/09/2019;7,510;7,580;7,470;7,510;1.660.935.919,60;32.520
DI1F29;11/09/2019;7,550;7,570;7,500;7,540;1.018.241.831,55;19.960
DI1F29;10/09/2019;7,540;7,620;7,540;7,550;413.009.013,35;8.130
DI1F29;09/09/2019;7,510;7,590;7,510;7,560;433.994.912,00;8.525
DI1F29;06/09/2019;7,500;7,570;7,490;7,530;603.479.591,30;11.840
DI1F29;05/09/2019;7,470;7,580;7,460;7,520;1.505.545.471,40;29.550
DI1F29;04/09/2019;7,520;7,550;7,480;7,510;867.293.868,15;16.990
DI1F29;03/09/2019;7,650;7,670;7,570;7,580;419.087.013,20;8.280
DI1F29;02/09/2019;7,640;7,710;7,620;7,690;382.658.778,90;7.600
DI1F29;30/08/2019;7,690;7,720;7,610;7,630;938.413.879,55;18.645
DI1F29;29/08/2019;7,750;7,900;7,710;7,740;1.369.390.943,90;27.525
DI1F29;28/08/2019;7,600;7,800;7,600;7,790;1.685.367.430,25;33.705
DI1F29;27/08/2019;7,550;7,750;7,490;7,610;1.472.480.626,95;29.200
DI1F29;26/08/2019;7,430;7,640;7,430;7,590;411.916.841,70;8.120
DI1F29;23/08/2019;7,430;7,500;7,370;7,460;1.041.096.556,55;20.330
DI1F29;22/08/2019;7,390;7,450;7,360;7,440;619.482.990,80;12.075
DI1F29;21/08/2019;7,460;7,460;7,400;7,400;978.222.113,00;19.095
DI1F29;20/08/2019;7,420;7,590;7,410;7,490;2.783.155.396,60;54.815
DI1F29;19/08/2019;7,380;7,470;7,360;7,460;349.544.003,40;6.820
DI1F29;16/08/2019;7,390;7,410;7,370;7,380;622.228.107,00;12.120
DI1F29;15/08/2019;7,420;7,530;7,400;7,440;2.072.081.419,65;40.590
DI1F29;14/08/2019;7,420;7,510;7,390;7,470;1.170.790.794,85;22.940
DI1F29;13/08/2019;7,400;7,430;7,340;7,410;445.746.994,70;8.675
DI1F29;12/08/2019;7,450;7,570;7,400;7,400;581.018.655,65;11.405
DI1F29;09/08/2019;7,380;7,410;7,350;7,370;484.178.334,50;9.430
DI1F29;08/08/2019;7,360;7,380;7,330;7,370;1.310.437.032,40;25.480
DI1F29;07/08/2019;7,460;7,490;7,390;7,400;1.467.121.232,45;28.730
DI1F29;06/08/2019;7,500;7,530;7,460;7,490;919.496.387,25;18.110
DI1F29;05/08/2019;7,490;7,590;7,490;7,590;1.137.026.487,45;22.485
DI1F29;02/08/2019;7,460;7,500;7,420;7,450;819.214.528,80;16.080
DI1F29;01/08/2019;7,420;7,490;7,400;7,470;1.759.616.787,45;34.555
DI1F29;31/07/2019;7,410;7,480;7,360;7,440;997.808.987,85;19.545
DI1F29;30/07/2019;7,430;7,480;7,400;7,410;954.928.804,10;18.745
DI1F29;29/07/2019;7,440;7,470;7,420;7,440;426.051.067,40;8.365
DI1F29;26/07/2019;7,470;7,490;7,440;7,440;486.812.537,50;9.570
DI1F29;25/07/2019;7,410;7,500;7,370;7,470;1.783.356.299,05;35.085
DI1F29;24/07/2019;7,440;7,440;7,390;7,400;436.254.245,35;8.550
DI1F29;23/07/2019;7,490;7,510;7,430;7,450;755.341.522,20;14.855
DI1F29;22/07/2019;7,520;7,540;7,490;7,530;396.342.767,25;7.840
DI1F29;19/07/2019;7,530;7,550;7,480;7,540;683.123.127,31;13.512
DI1F29;18/07/2019;7,540;7,560;7,490;7,510;1.166.121.295,70;23.105
DI1F29;17/07/2019;7,500;7,620;7,500;7,550;841.411.074,30;16.730
DI1F29;16/07/2019;7,470;7,550;7,440;7,550;800.323.364,75;15.840
DI1F29;15/07/2019;7,460;7,500;7,430;7,460;621.026.822,25;12.245
DI1F29;12/07/2019;7,430;7,500;7,390;7,500;1.070.686.858,50;21.075
DI1F29;11/07/2019;7,380;7,470;7,380;7,420;1.577.074.831,15;31.030
DI1F29;10/07/2019;7,430;7,470;7,410;7,440;1.796.848.318,30;35.420
DI1F29;08/07/2019;7,550;7,560;7,490;7,490;708.115.020,30;14.070
DI1F29;05/07/2019;7,490;7,600;7,490;7,600;830.893.476,65;16.575
DI1F29;04/07/2019;7,470;7,530;7,460;7,500;1.478.793.548,95;29.330
DI1F29;03/07/2019;7,630;7,640;7,450;7,550;864.878.628,55;17.205
DI1F29;02/07/2019;7,560;7,600;7,460;7,570;1.032.916.108,45;20.545
DI1F29;01/07/2019;7,640;7,640;7,520;7,530;962.298.854,60;19.205
DI1F29;28/06/2019;7,760;7,790;7,650;7,680;1.479.465.763,50;29.915
DI1F29;27/06/2019;7,880;7,950;7,780;7,790;1.244.135.448,35;25.410
DI1F29;26/06/2019;7,890;7,910;7,790;7,830;1.345.782.708,25;27.555
DI1F29;25/06/2019;7,850;7,930;7,820;7,920;1.238.881.906,20;25.400
DI1F29;24/06/2019;7,870;7,890;7,820;7,850;1.208.211.376,00;24.780
DI1F29;21/06/2019;7,980;7,980;7,810;7,840;1.762.749.457,65;36.220
DI1F29;19/06/2019;8,120;8,190;8,000;8,000;1.491.781.365,10;31.270
DI1F29;18/06/2019;8,090;8,140;8,040;8,130;1.414.265.302,70;29.640
DI1F29;17/06/2019;8,110;8,190;8,060;8,150;605.041.162,80;12.740
DI1F29;14/06/2019;8,100;8,210;8,080;8,110;767.206.752,60;16.140
DI1F29;13/06/2019;8,210;8,230;8,110;8,110;1.271.864.893,05;26.895
DI1F29;12/06/2019;8,180;8,250;8,130;8,250;442.208.479,80;9.365
DI1F29;11/06/2019;8,390;8,400;8,170;8,230;969.567.993,15;20.645
DI1F29;10/06/2019;8,420;8,450;8,320;8,400;583.427.871,00;12.540
DI1F29;07/06/2019;8,430;8,450;8,350;8,360;706.083.018,35;15.230
DI1F29;06/06/2019;8,500;8,530;8,430;8,460;463.045.392,55;10.050
DI1F29;05/06/2019;8,450;8,560;8,370;8,530;661.053.518,20;14.345
DI1F29;04/06/2019;8,430;8,550;8,400;8,450;1.012.960.381,35;22.000
DI1F29;03/06/2019;8,720;8,750;8,450;8,460;759.552.081,00;16.735
DI1F29;31/05/2019;8,730;8,730;8,670;8,690;518.167.480,15;11.510
DI1F29;30/05/2019;8,770;8,790;8,670;8,680;510.709.004,70;11.355
DI1F29;29/05/2019;8,930;8,930;8,710;8,770;632.556.688,50;14.160
DI1F29;28/05/2019;9,070;9,070;8,890;8,900;1.144.908.386,35;26.050
DI1F29;27/05/2019;9,090;9,090;9,010;9,040;102.758.108,70;2.355
DI1F29;24/05/2019;9,070;9,130;9,040;9,120;617.819.385,40;14.200
DI1F29;23/05/2019;9,150;9,180;9,070;9,070;801.986.523,60;18.500
DI1F29;22/05/2019;9,090;9,140;9,070;9,130;348.323.059,85;8.030
DI1F29;21/05/2019;9,250;9,300;9,090;9,090;451.028.269,85;10.450
DI1F29;20/05/2019;9,370;9,430;9,270;9,290;404.702.021,80;9.520
DI1F29;17/05/2019;9,290;9,430;9,260;9,350;1.396.101.793,00;32.935
DI1F29;16/05/2019;9,150;9,270;9,130;9,270;688.981.476,10;16.045
DI1F29;15/05/2019;9,120;9,200;9,050;9,150;267.490.859,95;6.190
DI1F29;14/05/2019;9,110;9,150;9,020;9,050;302.108.676,50;6.955
DI1F29;13/05/2019;9,100;9,150;9,060;9,150;261.346.330,25;6.040
DI1F29;10/05/2019;9,030;9,050;9,000;9,040;240.260.734,80;5.515
DI1F29;09/05/2019;9,050;9,120;9,040;9,060;965.273.453,80;22.270
DI1F29;08/05/2019;9,100;9,110;9,030;9,080;1.093.530.252,75;25.230
DI1F29;07/05/2019;9,150;9,180;9,130;9,130;523.370.143,40;12.160
DI1F29;06/05/2019;9,180;9,200;9,120;9,140;294.392.389,20;6.840
DI1F29;03/05/2019;9,200;9,210;9,140;9,140;767.294.599,55;17.875
DI1F29;02/05/2019;9,250;9,270;9,210;9,220;668.169.987,90;15.665
DI1F29;30/04/2019;9,220;9,280;9,190;9,210;305.855.316,70;7.165
DI1F29;29/04/2019;9,240;9,270;9,220;9,260;418.682.072,25;9.835
DI1F29;26/04/2019;9,280;9,300;9,220;9,240;289.317.767,80;6.795
DI1F29;25/04/2019;9,270;9,330;9,220;9,220;371.150.231,45;8.750
DI1F29;24/04/2019;9,100;9,260;9,100;9,260;282.840.888,75;6.615
DI1F29;23/04/2019;9,220;9,230;9,120;9,130;437.179.186,70;10.215
DI1F29;22/04/2019;9,230;9,260;9,210;9,260;400.606.513,45;9.405
DI1F29;18/04/2019;9,260;9,260;9,180;9,230;639.131.822,25;15.020
DI1F29;17/04/2019;9,200;9,310;9,190;9,290;396.304.021,05;9.345
DI1F29;16/04/2019;9,200;9,260;9,200;9,260;160.600.268,95;3.775
DI1F29;15/04/2019;9,260;9,280;9,160;9,180;203.553.929,80;4.780
DI1F29;12/04/2019;9,270;9,270;9,180;9,260;326.800.408,15;7.680
DI1F29;11/04/2019;9,220;9,220;9,140;9,190;464.331.786,15;10.885
DI1F29;10/04/2019;9,250;9,260;9,130;9,180;413.842.022,35;9.695
DI1F29;09/04/2019;9,210;9,300;9,210;9,240;375.703.665,65;8.880
DI1F29;08/04/2019;9,160;9,250;9,160;9,210;315.734.943,40;7.425
DI1F29;05/04/2019;9,170;9,170;9,120;9,170;382.902.467,80;8.965
DI1F29;04/04/2019;9,210;9,300;9,150;9,160;353.308.313,70;8.330
DI1F29;03/04/2019;9,100;9,280;9,100;9,260;594.962.945,80;13.985
DI1F29;02/04/2019;9,090;9,170;9,090;9,140;396.444.995,70;9.285
DI1F29;01/04/2019;9,110;9,170;9,090;9,090;277.769.660,65;6.495
DI1F29;29/03/2019;9,100;9,230;9,100;9,210;550.600.464,95;12.925
DI1F29;28/03/2019;9,680;9,680;9,170;9,200;814.893.009,40;19.475
DI1F29;27/03/2019;9,480;9,650;9,380;9,630;1.053.506.041,60;25.465
DI1F29;26/03/2019;9,210;9,320;9,190;9,320;747.467.727,30;17.755
DI1F29;25/03/2019;9,540;9,560;9,230;9,250;878.516.466,10;20.995
DI1F29;22/03/2019;9,180;9,380;9,180;9,380;1.901.166.707,30;45.110
DI1F29;21/03/2019;8,990;9,180;8,920;9,020;880.646.842,75;20.500
DI1F29;20/03/2019;9,020;9,080;8,910;8,950;408.977.198,00;9.465
DI1F29;19/03/2019;9,020;9,040;8,950;9,030;559.041.902,05;12.965
DI1F29;18/03/2019;9,030;9,100;9,020;9,040;192.960.880,25;4.505
DI1F29;15/03/2019;9,130;9,160;9,030;9,070;267.117.029,90;6.240
DI1F29;14/03/2019;9,020;9,110;9,020;9,100;996.991.217,20;23.295
DI1F29;13/03/2019;9,040;9,060;8,980;8,990;421.266.512,20;9.790
DI1F29;12/03/2019;9,110;9,110;9,050;9,060;283.844.287,50;6.640
DI1F29;11/03/2019;9,180;9,190;9,110;9,130;883.614.418,45;20.785
DI1F29;08/03/2019;9,330;9,330;9,240;9,260;488.963.674,45;11.660
DI1F29;07/03/2019;9,390;9,410;9,330;9,330;775.318.722,00;18.630
DI1F29;06/03/2019;9,270;9,450;9,270;9,350;322.232.568,35;7.760
DI1F29;01/03/2019;9,260;9,380;9,260;9,310;358.971.252,55;8.600
DI1F29;28/02/2019;9,240;9,300;9,220;9,260;213.789.647,35;5.095
DI1F29;27/02/2019;9,230;9,270;9,190;9,210;137.404.902,85;3.265
DI1F29;26/02/2019;9,230;9,280;9,200;9,250;443.062.859,15;10.550
DI1F29;25/02/2019;9,140;9,240;9,130;9,240;257.458.489,60;6.105
DI1F29;22/02/2019;9,230;9,250;9,160;9,200;556.076.224,45;13.180
DI1F29;21/02/2019;9,170;9,310;9,170;9,250;748.689.560,75;17.845
DI1F29;20/02/2019;9,120;9,240;9,020;9,210;473.769.158,85;11.165
DI1F29;19/02/2019;9,170;9,170;9,050;9,120;176.975.810,80;4.165
DI1F29;18/02/2019;9,110;9,200;9,080;9,190;194.692.160,50;4.610
DI1F29;15/02/2019;9,050;9,100;8,970;9,050;864.829.613,80;20.255
DI1F29;14/02/2019;9,190;9,280;9,050;9,080;635.799.757,80;15.110
DI1F29;13/02/2019;9,210;9,240;9,150;9,230;384.457.692,70;9.145
DI1F29;12/02/2019;9,210;9,300;9,210;9,240;403.661.428,30;9.665
DI1F29;11/02/2019;9,300;9,430;9,260;9,310;502.435.015,95;12.140
DI1F29;08/02/2019;9,220;9,460;9,210;9,320;603.844.083,70;14.605
DI1F29;07/02/2019;9,220;9,300;9,180;9,250;689.023.584,80;16.495
DI1F29;06/02/2019;9,020;9,230;9,020;9,220;416.793.774,65;9.915
DI1F29;05/02/2019;9,020;9,150;9,020;9,070;281.002.743,30;6.635
DI1F29;04/02/2019;8,970;9,140;8,970;9,020;361.192.490,90;8.490
DI1F29;01/02/2019;9,160;9,170;8,970;8,970;568.046.616,50;13.375
DI1F29;31/01/2019;9,270;9,340;9,100;9,130;1.226.973.217,85;29.250
DI1F29;30/01/2019;9,260;9,440;9,250;9,350;537.958.630,55;13.035
DI1F29;29/01/2019;9,370;9,400;9,290;9,340;451.559.824,90;10.915
DI1F29;28/01/2019;9,400;9,470;9,380;9,420;256.782.286,85;6.260
