Ativo;Data;Abertura;Maximo;Minimo;Fechamento;Volume;Quantidade
DI1F21;27/03/2020;3,570;3,570;3,460;3,500;22.174.432.795,54;227.652
DI1F21;26/03/2020;3,440;3,500;3,385;3,490;34.459.842.845,25;353.615
DI1F21;25/03/2020;3,705;3,720;3,390;3,410;28.782.945.458,90;295.605
DI1F21;24/03/2020;3,715;3,750;3,650;3,680;31.084.737.762,45;319.665
DI1F21;23/03/2020;3,890;3,905;3,690;3,770;26.632.880.614,70;274.080
DI1F21;20/03/2020;3,880;4,050;3,820;3,960;44.893.792.347,95;462.720
DI1F21;19/03/2020;4,500;4,650;3,915;3,935;67.028.038.943,45;692.130
DI1F21;18/03/2020;3,900;4,335;3,660;4,000;77.693.685.218,20;800.490
DI1F21;17/03/2020;3,910;3,915;3,550;3,600;56.788.322.137,55;584.740
DI1F21;16/03/2020;3,765;4,020;3,710;3,850;70.545.400.436,10;727.115
DI1F21;13/03/2020;4,280;4,510;4,090;4,260;71.402.741.438,25;738.490
DI1F21;12/03/2020;5,065;5,195;4,540;4,950;78.048.190.310,80;811.325
DI1F21;11/03/2020;3,950;4,230;3,850;4,215;89.259.904.479,85;921.555
DI1F21;10/03/2020;3,920;3,975;3,880;3,900;40.391.789.508,85;416.770
DI1F21;09/03/2020;4,120;4,140;3,910;4,010;70.766.019.581,25;730.690
DI1F21;06/03/2020;3,975;4,040;3,800;3,840;71.133.820.943,35;734.220
DI1F21;05/03/2020;3,780;3,880;3,755;3,880;84.989.702.502,70;876.625
DI1F21;04/03/2020;3,680;3,775;3,680;3,765;115.986.479.951,15;1.195.470
DI1F21;03/03/2020;3,980;4,020;3,815;3,850;89.725.234.842,65;926.395
DI1F21;02/03/2020;4,040;4,040;3,870;3,965;63.042.956.589,85;651.190
DI1F21;28/02/2020;4,165;4,190;4,095;4,095;47.085.989.233,30;487.210
DI1F21;27/02/2020;4,190;4,200;4,130;4,150;40.112.561.045,30;415.220
DI1F21;26/02/2020;4,180;4,200;4,160;4,195;15.588.766.100,45;161.405
DI1F21;21/02/2020;4,205;4,210;4,170;4,185;31.315.351.737,85;324.315
DI1F21;20/02/2020;4,190;4,220;4,185;4,195;35.277.265.780,64;365.441
DI1F21;19/02/2020;4,225;4,240;4,190;4,190;27.327.940.111,80;283.170
DI1F21;18/02/2020;4,215;4,230;4,205;4,215;19.002.137.355,16;196.932
DI1F21;17/02/2020;4,225;4,235;4,200;4,220;16.657.375.699,65;172.655
DI1F21;14/02/2020;4,255;4,265;4,220;4,230;52.371.012.683,60;543.045
DI1F21;13/02/2020;4,235;4,275;4,235;4,260;45.364.059.556,35;470.515
DI1F21;12/02/2020;4,220;4,235;4,210;4,225;59.082.030.374,05;612.725
DI1F21;11/02/2020;4,255;4,255;4,225;4,235;38.952.756.432,25;404.095
DI1F21;10/02/2020;4,275;4,275;4,240;4,265;26.788.194.478,85;277.995
DI1F21;07/02/2020;4,320;4,325;4,260;4,275;49.367.279.723,25;512.505
DI1F21;06/02/2020;4,370;4,385;4,310;4,330;79.524.091.257,25;826.120
DI1F21;05/02/2020;4,285;4,300;4,275;4,290;29.466.352.866,45;306.015
DI1F21;04/02/2020;4,310;4,310;4,275;4,295;38.487.820.674,45;399.785
DI1F21;03/02/2020;4,375;4,375;4,315;4,325;22.728.208.205,70;236.215
DI1F21;31/01/2020;4,370;4,390;4,350;4,375;17.851.246.260,75;185.620
DI1F21;30/01/2020;4,350;4,400;4,340;4,360;24.476.208.868,30;254.540
DI1F21;29/01/2020;4,335;4,340;4,305;4,340;23.383.349.075,60;243.135
DI1F21;28/01/2020;4,310;4,345;4,305;4,335;24.615.374.818,95;255.990
DI1F21;27/01/2020;4,360;4,365;4,310;4,320;26.325.381.158,95;273.815
DI1F21;24/01/2020;4,370;4,390;4,345;4,350;17.884.251.937,35;186.120
DI1F21;23/01/2020;4,350;4,410;4,345;4,365;48.984.500.413,55;509.935
DI1F21;22/01/2020;4,390;4,400;4,330;4,340;49.007.129.605,35;510.125
DI1F21;21/01/2020;4,430;4,440;4,375;4,390;32.999.322.536,90;343.685
DI1F21;20/01/2020;4,430;4,435;4,390;4,420;6.243.090.768,80;65.040
DI1F21;17/01/2020;4,435;4,450;4,400;4,420;39.476.927.161,60;411.385
DI1F21;16/01/2020;4,390;4,475;4,390;4,450;53.468.775.171,55;557.370
DI1F21;15/01/2020;4,430;4,430;4,370;4,390;63.983.672.600,10;666.760
DI1F21;14/01/2020;4,485;4,485;4,425;4,445;29.921.716.733,20;312.035
DI1F21;13/01/2020;4,485;4,500;4,465;4,490;22.298.248.917,05;232.665
DI1F21;10/01/2020;4,460;4,500;4,460;4,470;46.587.923.197,95;486.165
DI1F21;09/01/2020;4,445;4,460;4,425;4,455;33.275.014.444,75;347.190
DI1F21;08/01/2020;4,485;4,485;4,450;4,455;42.886.487.072,50;447.620
DI1F21;07/01/2020;4,520;4,545;4,485;4,485;42.241.665.020,95;441.155
DI1F21;06/01/2020;4,520;4,540;4,505;4,525;25.407.851.566,35;265.430
DI1F21;03/01/2020;4,545;4,560;4,515;4,515;27.309.801.957,85;285.370
DI1F21;02/01/2020;4,530;4,560;4,520;4,525;39.960.210.886,61;417.644
DI1F21;30/12/2019;4,580;4,580;4,550;4,560;13.754.583.200,05;143.845
DI1F21;27/12/2019;4,580;4,610;4,580;4,580;20.505.496.629,30;214.555
DI1F21;26/12/2019;4,620;4,620;4,580;4,590;9.807.429.966,25;102.630
DI1F21;23/12/2019;4,620;4,630;4,600;4,620;11.556.896.744,95;121.010
DI1F21;20/12/2019;4,680;4,700;4,620;4,630;32.948.631.632,35;345.205
DI1F21;19/12/2019;4,610;4,690;4,570;4,660;34.455.615.266,16;360.993
DI1F21;18/12/2019;4,630;4,660;4,580;4,600;28.860.623.163,50;302.325
DI1F21;17/12/2019;4,580;4,650;4,580;4,650;58.457.413.283,65;612.590
DI1F21;16/12/2019;4,530;4,570;4,510;4,550;22.607.221.056,65;236.770
DI1F21;13/12/2019;4,530;4,540;4,510;4,510;32.751.405.979,20;342.985
DI1F21;12/12/2019;4,530;4,570;4,510;4,540;85.387.708.334,95;894.535
DI1F21;11/12/2019;4,620;4,630;4,610;4,620;23.186.640.751,95;243.135
DI1F21;10/12/2019;4,620;4,650;4,600;4,620;34.843.842.866,90;365.460
DI1F21;09/12/2019;4,610;4,630;4,590;4,620;14.972.950.066,15;157.054
DI1F21;06/12/2019;4,700;4,700;4,600;4,600;65.054.778.491,85;682.605
DI1F21;05/12/2019;4,670;4,720;4,670;4,700;25.362.281.555,45;266.345
DI1F21;04/12/2019;4,700;4,700;4,650;4,680;40.487.363.714,20;425.165
DI1F21;03/12/2019;4,750;4,770;4,700;4,720;32.198.361.516,70;338.385
DI1F21;02/12/2019;4,730;4,760;4,690;4,740;38.051.714.706,35;399.965
DI1F21;29/11/2019;4,690;4,750;4,660;4,700;35.049.092.214,80;368.370
DI1F21;28/11/2019;4,750;4,840;4,680;4,690;139.957.317.335,85;1.472.270
DI1F21;27/11/2019;4,720;4,810;4,690;4,770;75.935.504.535,00;798.990
DI1F21;26/11/2019;4,710;4,810;4,710;4,750;153.496.416.470,55;1.615.105
DI1F21;25/11/2019;4,650;4,710;4,600;4,690;46.220.741.723,00;485.870
DI1F21;22/11/2019;4,680;4,750;4,630;4,650;90.321.364.416,55;949.905
DI1F21;21/11/2019;4,660;4,770;4,660;4,700;120.556.359.824,05;1.268.790
DI1F21;19/11/2019;4,670;4,700;4,630;4,640;91.354.675.406,00;961.190
DI1F21;18/11/2019;4,610;4,700;4,610;4,680;40.393.111.498,60;425.045
DI1F21;14/11/2019;4,620;4,650;4,590;4,640;54.043.249.709,95;568.605
DI1F21;13/11/2019;4,580;4,630;4,580;4,620;79.583.055.060,60;837.290
DI1F21;12/11/2019;4,530;4,590;4,520;4,570;51.256.272.239,65;539.060
DI1F21;11/11/2019;4,570;4,570;4,490;4,530;22.091.517.919,30;232.295
DI1F21;08/11/2019;4,550;4,580;4,530;4,570;38.848.284.248,20;408.690
DI1F21;07/11/2019;4,480;4,550;4,480;4,550;55.160.909.915,85;580.245
DI1F21;06/11/2019;4,500;4,550;4,450;4,490;53.051.031.043,90;557.920
DI1F21;05/11/2019;4,520;4,560;4,480;4,510;51.767.484.288,35;544.735
DI1F21;04/11/2019;4,480;4,500;4,460;4,500;21.053.615.183,05;221.470
DI1F21;01/11/2019;4,480;4,490;4,450;4,490;31.624.262.214,95;332.665
DI1F21;31/10/2019;4,430;4,510;4,420;4,500;107.203.024.937,50;1.127.860
DI1F21;30/10/2019;4,370;4,410;4,330;4,340;24.843.757.361,75;261.150
DI1F21;29/10/2019;4,400;4,410;4,350;4,370;32.965.304.883,02;346.568
DI1F21;28/10/2019;4,410;4,430;4,360;4,410;36.356.434.130,40;382.420
DI1F21;25/10/2019;4,460;4,460;4,390;4,400;41.113.755.291,40;432.620
DI1F21;24/10/2019;4,500;4,510;4,430;4,480;57.266.079.688,60;602.965
DI1F21;23/10/2019;4,520;4,560;4,500;4,510;30.551.258.623,65;321.995
DI1F21;22/10/2019;4,470;4,550;4,460;4,530;72.445.528.131,10;763.515
DI1F21;21/10/2019;4,460;4,470;4,440;4,450;28.602.475.576,90;301.285
DI1F21;18/10/2019;4,500;4,510;4,450;4,470;21.654.219.816,95;228.220
DI1F21;17/10/2019;4,520;4,530;4,430;4,510;43.088.342.695,75;454.190
DI1F21;16/10/2019;4,610;4,660;4,500;4,530;45.705.213.619,20;482.440
DI1F21;15/10/2019;4,560;4,630;4,560;4,630;30.222.826.064,35;319.135
DI1F21;14/10/2019;4,580;4,600;4,530;4,570;34.953.858.205,00;369.010
DI1F21;11/10/2019;4,640;4,650;4,550;4,550;67.290.035.046,70;710.875
DI1F21;10/10/2019;4,710;4,710;4,630;4,640;46.362.357.370,90;490.140
DI1F21;09/10/2019;4,800;4,800;4,700;4,710;71.513.452.534,15;756.830
DI1F21;08/10/2019;4,890;4,890;4,810;4,810;30.274.675.351,50;320.835
DI1F21;07/10/2019;4,860;4,890;4,830;4,880;18.814.467.218,95;199.500
DI1F21;04/10/2019;4,890;4,890;4,840;4,850;15.795.372.281,13;167.511
DI1F21;03/10/2019;4,940;4,960;4,860;4,880;36.031.789.750,70;382.470
DI1F21;02/10/2019;4,990;5,000;4,940;4,950;39.326.797.381,20;417.755
DI1F21;01/10/2019;4,970;5,000;4,950;4,960;28.726.745.435,70;305.235
DI1F21;30/09/2019;4,960;4,980;4,950;4,960;22.205.011.330,80;235.945
DI1F21;27/09/2019;4,960;4,990;4,950;4,960;17.167.559.878,65;182.470
DI1F21;26/09/2019;4,980;4,990;4,950;4,970;38.465.844.433,90;408.975
DI1F21;25/09/2019;5,060;5,070;4,990;4,990;22.141.535.328,10;235.615
DI1F21;24/09/2019;4,990;5,070;4,980;5,020;32.754.875.359,75;348.625
DI1F21;23/09/2019;4,980;5,030;4,970;5,000;22.305.936.742,10;237.385
DI1F21;20/09/2019;5,030;5,040;4,960;4,970;36.469.387.836,40;388.130
DI1F21;19/09/2019;5,020;5,060;4,930;5,050;95.708.181.702,75;1.018.780
DI1F21;18/09/2019;5,200;5,240;5,180;5,220;29.944.373.088,60;319.630
DI1F21;17/09/2019;5,270;5,290;5,190;5,210;39.728.076.525,65;424.270
DI1F21;16/09/2019;5,360;5,370;5,250;5,260;38.955.248.476,40;416.475
DI1F21;13/09/2019;5,340;5,390;5,300;5,350;31.878.112.035,15;341.030
DI1F21;12/09/2019;5,350;5,390;5,330;5,340;29.560.987.615,00;316.380
DI1F21;11/09/2019;5,350;5,410;5,330;5,370;39.197.201.735,65;419.725
DI1F21;10/09/2019;5,340;5,380;5,340;5,340;23.581.942.645,75;252.505
DI1F21;09/09/2019;5,350;5,370;5,330;5,350;24.044.797.959,90;257.475
DI1F21;06/09/2019;5,390;5,410;5,350;5,350;34.432.591.323,40;368.890
DI1F21;05/09/2019;5,410;5,440;5,390;5,390;32.433.315.811,05;347.715
DI1F21;04/09/2019;5,450;5,450;5,410;5,420;28.869.883.983,40;309.650
DI1F21;03/09/2019;5,530;5,550;5,480;5,490;37.054.822.411,25;397.935
DI1F21;02/09/2019;5,520;5,580;5,510;5,570;23.209.314.983,90;249.480
DI1F21;30/08/2019;5,620;5,620;5,520;5,530;41.709.524.168,95;448.440
DI1F21;29/08/2019;5,670;5,780;5,590;5,640;66.197.928.224,60;713.030
DI1F21;28/08/2019;5,560;5,700;5,560;5,690;53.870.638.312,85;580.020
DI1F21;27/08/2019;5,530;5,720;5,460;5,570;103.473.081.872,45;1.113.520
DI1F21;26/08/2019;5,420;5,580;5,400;5,550;45.176.248.387,90;485.685
DI1F21;23/08/2019;5,380;5,470;5,340;5,440;45.969.603.575,05;493.815
DI1F21;22/08/2019;5,350;5,400;5,320;5,380;31.139.665.867,50;334.355
DI1F21;21/08/2019;5,410;5,420;5,360;5,370;54.341.584.127,20;583.695
DI1F21;20/08/2019;5,470;5,540;5,420;5,450;46.920.346.076,90;504.725
DI1F21;19/08/2019;5,380;5,470;5,370;5,470;20.879.771.870,05;224.500
DI1F21;16/08/2019;5,430;5,440;5,380;5,390;23.741.914.972,15;255.305
DI1F21;15/08/2019;5,450;5,530;5,430;5,440;27.604.632.352,80;297.103
DI1F21;14/08/2019;5,410;5,490;5,390;5,480;33.227.970.940,55;357.606
DI1F21;13/08/2019;5,390;5,430;5,370;5,400;20.171.115.580,00;216.985
DI1F21;12/08/2019;5,450;5,470;5,380;5,380;29.065.439.505,80;312.875
DI1F21;09/08/2019;5,410;5,420;5,370;5,380;22.425.641.604,05;241.345
DI1F21;08/08/2019;5,400;5,420;5,390;5,410;24.730.449.640,60;266.205
DI1F21;07/08/2019;5,450;5,490;5,420;5,430;40.398.365.180,50;435.250
DI1F21;06/08/2019;5,540;5,560;5,480;5,510;41.912.879.281,30;452.070
DI1F21;05/08/2019;5,460;5,580;5,460;5,580;48.234.177.855,15;520.475
DI1F21;02/08/2019;5,420;5,450;5,380;5,440;27.563.781.504,10;297.045
DI1F21;01/08/2019;5,370;5,430;5,360;5,420;49.472.680.106,45;533.075
DI1F21;31/07/2019;5,420;5,530;5,410;5,480;23.409.942.507,00;252.485
DI1F21;30/07/2019;5,440;5,460;5,410;5,430;21.606.780.739,25;233.025
DI1F21;29/07/2019;5,440;5,470;5,430;5,440;11.105.033.596,40;119.815
DI1F21;26/07/2019;5,460;5,490;5,440;5,440;15.255.883.438,75;164.675
DI1F21;25/07/2019;5,420;5,490;5,410;5,470;22.518.246.519,10;243.090
DI1F21;24/07/2019;5,430;5,440;5,410;5,420;15.568.353.164,90;168.010
DI1F21;23/07/2019;5,490;5,490;5,420;5,430;34.390.191.433,20;371.350
DI1F21;22/07/2019;5,550;5,550;5,480;5,500;12.227.022.387,93;132.153
DI1F21;19/07/2019;5,540;5,550;5,520;5,550;18.158.355.823,25;196.395
DI1F21;18/07/2019;5,570;5,580;5,520;5,530;12.062.727.872,80;130.525
DI1F21;17/07/2019;5,570;5,600;5,560;5,570;21.136.500.937,20;228.855
DI1F21;16/07/2019;5,560;5,590;5,540;5,580;19.014.550.370,85;205.885
DI1F21;15/07/2019;5,590;5,610;5,540;5,570;24.127.738.985,60;261.330
DI1F21;12/07/2019;5,570;5,610;5,530;5,600;33.600.082.379,85;363.965
DI1F21;11/07/2019;5,560;5,640;5,540;5,570;54.223.113.333,50;587.780
DI1F21;10/07/2019;5,540;5,600;5,530;5,600;52.056.015.570,80;564.165
DI1F21;08/07/2019;5,650;5,660;5,610;5,630;16.557.885.816,45;179.675
DI1F21;05/07/2019;5,670;5,720;5,640;5,650;28.744.638.371,85;312.230
DI1F21;04/07/2019;5,750;5,750;5,680;5,680;40.574.171.158,60;441.045
DI1F21;03/07/2019;5,900;5,910;5,780;5,800;40.998.974.252,90;446.585
DI1F21;02/07/2019;5,810;5,920;5,790;5,840;39.401.143.306,15;429.230
DI1F21;01/07/2019;5,850;5,850;5,780;5,810;36.121.983.761,10;393.415
DI1F21;28/06/2019;5,910;5,920;5,850;5,880;39.836.226.493,90;434.395
DI1F21;27/06/2019;6,000;6,060;5,900;5,910;53.998.891.897,45;589.980
DI1F21;26/06/2019;5,940;6,030;5,930;5,980;35.948.687.039,00;392.745
DI1F21;25/06/2019;5,920;6,010;5,880;5,960;58.026.331.322,20;633.905
DI1F21;24/06/2019;5,840;5,900;5,840;5,870;24.145.182.864,45;263.490
DI1F21;21/06/2019;5,840;5,880;5,830;5,860;75.907.939.317,30;828.415
DI1F21;19/06/2019;6,040;6,120;5,990;5,990;44.176.483.326,30;483.700
DI1F21;18/06/2019;5,950;6,050;5,920;6,050;30.536.483.171,50;333.995
DI1F21;17/06/2019;5,980;6,060;5,950;6,010;23.107.624.186,00;252.915
DI1F21;14/06/2019;6,030;6,090;5,940;5,990;62.452.733.875,55;683.650
DI1F21;13/06/2019;6,150;6,150;6,030;6,040;40.191.517.791,25;440.600
DI1F21;12/06/2019;6,170;6,200;6,140;6,190;32.074.960.467,05;352.105
DI1F21;11/06/2019;6,250;6,250;6,130;6,170;40.299.761.560,05;442.605
DI1F21;10/06/2019;6,300;6,310;6,170;6,260;26.244.428.533,20;288.545
DI1F21;07/06/2019;6,350;6,360;6,250;6,270;38.471.703.708,95;423.410
DI1F21;06/06/2019;6,450;6,460;6,370;6,390;33.402.499.452,35;368.400
DI1F21;05/06/2019;6,400;6,480;6,340;6,470;37.097.491.414,10;409.195
DI1F21;04/06/2019;6,410;6,480;6,350;6,400;38.909.316.750,65;429.325
DI1F21;03/06/2019;6,510;6,510;6,350;6,400;46.347.093.906,70;511.625
DI1F21;31/05/2019;6,560;6,570;6,470;6,490;30.717.984.261,55;339.565
DI1F21;30/05/2019;6,580;6,650;6,500;6,540;40.625.053.981,05;449.635
DI1F21;29/05/2019;6,640;6,660;6,570;6,580;35.102.531.524,15;388.845
DI1F21;28/05/2019;6,750;6,750;6,590;6,610;45.748.413.114,30;507.315
DI1F21;27/05/2019;6,780;6,790;6,720;6,750;15.322.059.203,20;170.185
DI1F21;24/05/2019;6,750;6,810;6,750;6,800;28.368.946.085,75;315.295
DI1F21;23/05/2019;6,870;6,880;6,770;6,780;36.853.697.000,65;409.960
DI1F21;22/05/2019;6,860;6,880;6,810;6,860;22.897.736.970,60;254.870
DI1F21;21/05/2019;6,950;6,960;6,850;6,860;24.872.261.927,20;277.220
DI1F21;20/05/2019;7,000;7,060;6,950;6,950;23.435.784.159,20;261.635
DI1F21;17/05/2019;6,960;7,060;6,930;6,990;39.112.354.129,35;436.725
DI1F21;16/05/2019;6,880;6,940;6,850;6,940;26.418.775.667,63;294.594
DI1F21;15/05/2019;6,850;6,930;6,810;6,880;41.609.692.060,77;463.974
DI1F21;14/05/2019;6,940;6,950;6,820;6,840;40.940.361.154,36;456.753
DI1F21;13/05/2019;6,910;6,960;6,900;6,950;18.403.633.249,70;205.505
DI1F21;10/05/2019;6,880;6,900;6,860;6,890;28.417.793.789,86;317.172
DI1F21;09/05/2019;6,970;6,970;6,910;6,910;56.239.696.003,05;628.465
DI1F21;08/05/2019;7,030;7,030;6,970;7,000;25.843.552.119,13;289.132
DI1F21;07/05/2019;7,040;7,080;7,020;7,030;30.462.927.895,00;341.160
DI1F21;06/05/2019;7,100;7,100;7,020;7,040;20.110.622.640,75;225.325
DI1F21;03/05/2019;7,120;7,120;7,040;7,050;28.497.192.122,70;319.440
DI1F21;02/05/2019;7,150;7,180;7,130;7,130;17.954.761.705,11;201.567
DI1F21;30/04/2019;7,130;7,180;7,110;7,120;21.861.316.292,20;245.420
DI1F21;29/04/2019;7,090;7,160;7,080;7,160;16.634.286.438,34;186.791
DI1F21;26/04/2019;7,070;7,120;7,060;7,120;26.264.829.239,70;294.860
DI1F21;25/04/2019;7,080;7,160;7,060;7,060;32.990.516.193,25;370.470
DI1F21;24/04/2019;6,930;7,060;6,920;7,060;31.714.039.866,75;355.680
DI1F21;23/04/2019;7,010;7,010;6,950;6,970;25.184.633.039,45;282.435
DI1F21;22/04/2019;7,050;7,050;6,990;7,020;8.857.614.675,35;99.405
DI1F21;18/04/2019;7,110;7,110;6,990;7,040;30.770.228.130,85;345.616
DI1F21;17/04/2019;7,090;7,140;7,070;7,130;27.114.222.999,05;304.965
DI1F21;16/04/2019;7,090;7,140;7,080;7,110;18.204.129.575,20;204.770
DI1F21;15/04/2019;7,140;7,160;7,070;7,070;20.235.075.903,85;227.685
DI1F21;12/04/2019;7,180;7,210;7,090;7,140;32.124.384.784,31;361.726
DI1F21;11/04/2019;7,090;7,140;7,080;7,110;24.433.724.625,58;275.117
DI1F21;10/04/2019;7,120;7,130;7,050;7,090;22.739.761.484,95;255.980
DI1F21;09/04/2019;7,070;7,120;7,060;7,090;17.765.555.922,60;200.085
DI1F21;08/04/2019;7,030;7,070;7,030;7,050;17.820.520.276,70;200.610
DI1F21;05/04/2019;7,040;7,090;7,020;7,040;21.756.147.114,04;244.974
DI1F21;04/04/2019;7,080;7,130;7,040;7,050;17.918.689.715,25;201.925
DI1F21;03/04/2019;6,990;7,090;6,980;7,090;17.019.181.329,40;191.715
DI1F21;02/04/2019;7,030;7,050;7,010;7,020;20.122.449.324,60;226.695
DI1F21;01/04/2019;7,080;7,090;7,040;7,040;18.622.856.006,55;209.985
DI1F21;29/03/2019;7,080;7,150;7,040;7,140;30.692.644.062,05;346.335
DI1F21;28/03/2019;7,450;7,450;7,090;7,090;47.786.868.539,00;540.440
DI1F21;27/03/2019;7,220;7,410;7,150;7,410;65.717.819.473,15;743.930
DI1F21;26/03/2019;7,010;7,120;6,980;7,110;32.131.998.882,05;362.595
DI1F21;25/03/2019;7,320;7,330;7,020;7,030;44.744.457.459,35;505.990
DI1F21;22/03/2019;7,040;7,150;6,990;7,130;58.639.308.770,65;662.270
DI1F21;21/03/2019;6,810;6,970;6,800;6,870;64.281.741.572,54;723.867
DI1F21;20/03/2019;6,900;6,980;6,830;6,900;42.561.391.801,55;479.635
DI1F21;19/03/2019;6,920;6,920;6,870;6,910;25.658.637.621,40;289.230
DI1F21;18/03/2019;6,960;7,010;6,910;6,930;15.873.750.172,75;179.145
DI1F21;15/03/2019;6,980;7,030;6,950;6,960;25.173.634.826,95;284.275
DI1F21;14/03/2019;6,930;7,010;6,920;6,960;26.451.196.611,30;298.715
DI1F21;13/03/2019;6,990;6,990;6,890;6,890;29.069.385.164,85;328.180
DI1F21;12/03/2019;7,080;7,090;7,000;7,000;28.176.111.431,85;318.670
DI1F21;11/03/2019;7,110;7,110;7,040;7,070;25.236.451.844,61;285.689
DI1F21;08/03/2019;7,170;7,170;7,110;7,140;16.868.624.832,20;191.255
DI1F21;07/03/2019;7,200;7,240;7,150;7,150;26.938.459.953,15;305.790
DI1F21;06/03/2019;7,190;7,220;7,170;7,190;11.506.207.665,20;130.660
DI1F21;01/03/2019;7,140;7,200;7,140;7,150;20.623.497.597,70;234.145
DI1F21;28/02/2019;7,080;7,200;7,080;7,150;32.517.328.130,90;369.125
DI1F21;27/02/2019;7,120;7,140;7,060;7,080;21.969.004.459,60;249.290
DI1F21;26/02/2019;7,120;7,180;7,080;7,120;23.008.024.687,65;261.195
DI1F21;25/02/2019;7,020;7,140;7,020;7,120;13.564.876.283,35;153.925
DI1F21;22/02/2019;7,090;7,090;7,040;7,050;16.512.872.712,20;187.365
DI1F21;21/02/2019;7,060;7,150;7,050;7,100;31.937.362.040,00;362.765
DI1F21;20/02/2019;7,020;7,100;6,970;7,090;22.527.593.120,50;255.630
DI1F21;19/02/2019;7,020;7,030;6,980;7,020;11.511.923.156,20;130.595
DI1F21;18/02/2019;6,980;7,040;6,970;7,020;12.445.321.024,85;141.250
DI1F21;15/02/2019;6,980;7,000;6,900;6,960;19.758.811.195,30;224.085
DI1F21;14/02/2019;7,050;7,080;6,960;6,970;34.085.902.880,80;387.175
DI1F21;13/02/2019;7,130;7,140;7,030;7,040;41.741.108.567,80;474.695
DI1F21;12/02/2019;7,210;7,210;7,150;7,170;22.941.371.918,20;261.450
DI1F21;11/02/2019;7,200;7,300;7,200;7,220;21.224.492.544,25;242.265
